homestatecode,salestatecode,month,year,txn_count,salestatename,homestatename
10,29,9,2021,299,KARNATAKA,BIHAR
24,29,9,2021,3,KARNATAKA,GUJARAT
27,29,9,2021,84,KARNATAKA,MAHARASHTRA
33,29,9,2021,48,KARNATAKA,TAMIL NADU
06,32,9,2021,1,KERALA,HARYANA
09,32,9,2021,67,KERALA,UTTAR PRADESH
29,32,9,2021,251,KERALA,KARNATAKA
08,36,9,2021,3,TELANGANA,RAJASTHAN
27,36,9,2021,31,TELANGANA,MAHARASHTRA
32,36,9,2021,1,TELANGANA,KERALA
09,32,1,2024,240,KERALA,UTTAR PRADESH
18,32,1,2024,176,KERALA,ASSAM
24,32,1,2024,3,KERALA,GUJARAT
27,32,1,2024,82,KERALA,MAHARASHTRA
28,32,1,2024,10,KERALA,ANDHRA PRADESH
20,33,1,2024,2,TAMIL NADU,JHARKHAND
27,33,1,2024,1,TAMIL NADU,MAHARASHTRA
06,36,1,2024,22,TELANGANA,HARYANA
07,36,1,2024,7,TELANGANA,DELHI
19,36,1,2024,15,TELANGANA,WEST BENGAL
33,36,1,2024,2,TELANGANA,TAMIL NADU
06,38,1,2024,11,Dadar & Nagar Haveli & Daman & Diu,HARYANA
22,38,1,2024,26,Dadar & Nagar Haveli & Daman & Diu,CHHATTISGARH
32,38,1,2024,2,Dadar & Nagar Haveli & Daman & Diu,KERALA
05,01,2,2024,7,JAMMU AND KASHMIR,UTTARAKHAND
07,01,2,2024,3,JAMMU AND KASHMIR,DELHI
09,01,2,2024,1012,JAMMU AND KASHMIR,UTTAR PRADESH
22,01,2,2024,379,JAMMU AND KASHMIR,CHHATTISGARH
01,02,2,2024,2,HIMACHAL PRADESH,JAMMU AND KASHMIR
05,02,2,2024,26,HIMACHAL PRADESH,UTTARAKHAND
07,02,2,2024,29,HIMACHAL PRADESH,DELHI
23,02,2,2024,175,HIMACHAL PRADESH,MADHYA PRADESH
05,04,2,2024,6,CHANDIGARH,UTTARAKHAND
07,05,2,2024,127,UTTARAKHAND,DELHI
08,05,2,2024,5,UTTARAKHAND,RAJASTHAN
18,05,2,2024,1,UTTARAKHAND,ASSAM
19,05,2,2024,4,UTTARAKHAND,WEST BENGAL
22,05,2,2024,16,UTTARAKHAND,CHHATTISGARH
23,05,2,2024,61,UTTARAKHAND,MADHYA PRADESH
24,05,2,2024,3,UTTARAKHAND,GUJARAT
27,05,2,2024,3,UTTARAKHAND,MAHARASHTRA
02,06,2,2024,4,HARYANA,HIMACHAL PRADESH
05,06,2,2024,254,HARYANA,UTTARAKHAND
29,06,2,2024,1,HARYANA,KARNATAKA
13,07,2,2024,21,DELHI,NAGALAND
16,07,2,2024,7,DELHI,TRIPURA
18,07,2,2024,293,DELHI,ASSAM
20,07,2,2024,2579,DELHI,JHARKHAND
21,07,2,2024,300,DELHI,ODISHA
33,07,2,2024,336,DELHI,TAMIL NADU
38,07,2,2024,2,DELHI,Dadar & Nagar Haveli & Daman & Diu
19,08,2,2024,22,RAJASTHAN,WEST BENGAL
27,08,2,2024,34,RAJASTHAN,MAHARASHTRA
28,08,2,2024,1,RAJASTHAN,ANDHRA PRADESH
20,09,2,2024,9,UTTAR PRADESH,JHARKHAND
05,10,2,2024,42,BIHAR,UTTARAKHAND
18,10,2,2024,101,BIHAR,ASSAM
20,10,2,2024,1100,BIHAR,JHARKHAND
24,10,2,2024,60,BIHAR,GUJARAT
22,11,2,2024,1,SIKKIM,CHHATTISGARH
22,16,2,2024,1,TRIPURA,CHHATTISGARH
16,17,2,2024,3,MEGHALAYA,TRIPURA
01,19,2,2024,2,WEST BENGAL,JAMMU AND KASHMIR
18,19,2,2024,1,WEST BENGAL,ASSAM
27,19,2,2024,5,WEST BENGAL,MAHARASHTRA
06,20,2,2024,14,JHARKHAND,HARYANA
10,20,2,2024,1556,JHARKHAND,BIHAR
28,20,2,2024,1,JHARKHAND,ANDHRA PRADESH
07,22,2,2024,7,CHHATTISGARH,DELHI
10,22,2,2024,170,CHHATTISGARH,BIHAR
32,23,2,2024,2,MADHYA PRADESH,KERALA
01,24,2,2024,2,GUJARAT,JAMMU AND KASHMIR
10,24,2,2024,3520,GUJARAT,BIHAR
19,24,2,2024,3,GUJARAT,WEST BENGAL
22,24,2,2024,361,GUJARAT,CHHATTISGARH
27,24,2,2024,930,GUJARAT,MAHARASHTRA
28,24,2,2024,4,GUJARAT,ANDHRA PRADESH
32,24,2,2024,5,GUJARAT,KERALA
33,24,2,2024,5,GUJARAT,TAMIL NADU
01,27,2,2024,11,MAHARASHTRA,JAMMU AND KASHMIR
09,27,2,2024,27966,MAHARASHTRA,UTTAR PRADESH
33,27,2,2024,366,MAHARASHTRA,TAMIL NADU
27,28,2,2024,1,ANDHRA PRADESH,MAHARASHTRA
05,29,2,2024,1,KARNATAKA,UTTARAKHAND
08,29,2,2024,1,KARNATAKA,RAJASTHAN
16,29,2,2024,2,KARNATAKA,TRIPURA
21,29,2,2024,3,KARNATAKA,ODISHA
33,29,2,2024,24,KARNATAKA,TAMIL NADU
07,30,2,2024,2,GOA,DELHI
09,30,2,2024,431,GOA,UTTAR PRADESH
10,30,2,2024,407,GOA,BIHAR
13,30,2,2024,1,GOA,NAGALAND
18,30,2,2024,14,GOA,ASSAM
24,30,2,2024,1,GOA,GUJARAT
10,32,2,2024,575,KERALA,BIHAR
28,32,2,2024,12,KERALA,ANDHRA PRADESH
33,32,2,2024,208,KERALA,TAMIL NADU
07,33,2,2024,2,TAMIL NADU,DELHI
18,33,2,2024,2,TAMIL NADU,ASSAM
27,33,2,2024,4,TAMIL NADU,MAHARASHTRA
28,33,2,2024,3,TAMIL NADU,ANDHRA PRADESH
05,35,2,2024,1,ANDAMAN AND NICOBAR ISLANDS,UTTARAKHAND
33,35,2,2024,7,ANDAMAN AND NICOBAR ISLANDS,TAMIL NADU
06,36,2,2024,30,TELANGANA,HARYANA
07,36,2,2024,10,TELANGANA,DELHI
21,36,2,2024,4,TELANGANA,ODISHA
07,38,2,2024,3,Dadar & Nagar Haveli & Daman & Diu,DELHI
21,38,2,2024,13,Dadar & Nagar Haveli & Daman & Diu,ODISHA
23,38,2,2024,730,Dadar & Nagar Haveli & Daman & Diu,MADHYA PRADESH
24,38,2,2024,855,Dadar & Nagar Haveli & Daman & Diu,GUJARAT
32,38,2,2024,3,Dadar & Nagar Haveli & Daman & Diu,KERALA
05,01,3,2024,10,JAMMU AND KASHMIR,UTTARAKHAND
27,01,3,2024,1,JAMMU AND KASHMIR,MAHARASHTRA
06,02,3,2024,93,HIMACHAL PRADESH,HARYANA
23,02,3,2024,200,HIMACHAL PRADESH,MADHYA PRADESH
10,03,3,2024,100,PUNJAB,BIHAR
01,05,3,2024,4,UTTARAKHAND,JAMMU AND KASHMIR
23,05,3,2024,52,UTTARAKHAND,MADHYA PRADESH
10,06,3,2024,24227,HARYANA,BIHAR
19,06,3,2024,153,HARYANA,WEST BENGAL
23,06,3,2024,3839,HARYANA,MADHYA PRADESH
28,06,3,2024,1,HARYANA,ANDHRA PRADESH
08,07,3,2024,2504,DELHI,RAJASTHAN
10,07,3,2024,178586,DELHI,BIHAR
13,07,3,2024,11,DELHI,NAGALAND
29,07,3,2024,13,DELHI,KARNATAKA
36,07,3,2024,3,DELHI,TELANGANA
01,08,3,2024,2,RAJASTHAN,JAMMU AND KASHMIR
05,08,3,2024,9,RAJASTHAN,UTTARAKHAND
09,08,3,2024,7064,RAJASTHAN,UTTAR PRADESH
19,08,3,2024,25,RAJASTHAN,WEST BENGAL
23,08,3,2024,2342,RAJASTHAN,MADHYA PRADESH
29,08,3,2024,6,RAJASTHAN,KARNATAKA
10,09,3,2024,38,UTTAR PRADESH,BIHAR
23,09,3,2024,11,UTTAR PRADESH,MADHYA PRADESH
10,16,3,2024,759,TRIPURA,BIHAR
10,17,3,2024,8,MEGHALAYA,BIHAR
07,19,3,2024,38,WEST BENGAL,DELHI
18,19,3,2024,2,WEST BENGAL,ASSAM
06,20,3,2024,11,JHARKHAND,HARYANA
10,20,3,2024,1674,JHARKHAND,BIHAR
27,20,3,2024,17,JHARKHAND,MAHARASHTRA
06,22,3,2024,8,CHHATTISGARH,HARYANA
09,22,3,2024,99,CHHATTISGARH,UTTAR PRADESH
10,22,3,2024,167,CHHATTISGARH,BIHAR
19,22,3,2024,2,CHHATTISGARH,WEST BENGAL
22,23,3,2024,238,MADHYA PRADESH,CHHATTISGARH
05,24,3,2024,29,GUJARAT,UTTARAKHAND
10,24,3,2024,3617,GUJARAT,BIHAR
20,24,3,2024,156,GUJARAT,JHARKHAND
27,24,3,2024,989,GUJARAT,MAHARASHTRA
02,27,3,2024,3,MAHARASHTRA,HIMACHAL PRADESH
19,27,3,2024,251,MAHARASHTRA,WEST BENGAL
28,27,3,2024,28,MAHARASHTRA,ANDHRA PRADESH
33,27,3,2024,121,MAHARASHTRA,TAMIL NADU
16,29,3,2024,2,KARNATAKA,TRIPURA
23,29,3,2024,22,KARNATAKA,MADHYA PRADESH
28,29,3,2024,34,KARNATAKA,ANDHRA PRADESH
23,30,3,2024,59,GOA,MADHYA PRADESH
28,30,3,2024,2,GOA,ANDHRA PRADESH
29,30,3,2024,345,GOA,KARNATAKA
08,32,3,2024,9,KERALA,RAJASTHAN
09,32,3,2024,202,KERALA,UTTAR PRADESH
18,32,3,2024,25,KERALA,ASSAM
20,32,3,2024,64,KERALA,JHARKHAND
21,32,3,2024,7,KERALA,ODISHA
24,32,3,2024,4,KERALA,GUJARAT
28,33,3,2024,3,TAMIL NADU,ANDHRA PRADESH
33,35,3,2024,3,ANDAMAN AND NICOBAR ISLANDS,TAMIL NADU
08,36,3,2024,24,TELANGANA,RAJASTHAN
08,38,3,2024,38,Dadar & Nagar Haveli & Daman & Diu,RAJASTHAN
10,38,3,2024,3210,Dadar & Nagar Haveli & Daman & Diu,BIHAR
23,38,3,2024,677,Dadar & Nagar Haveli & Daman & Diu,MADHYA PRADESH
32,38,3,2024,5,Dadar & Nagar Haveli & Daman & Diu,KERALA
09,01,4,2024,1405,JAMMU AND KASHMIR,UTTAR PRADESH
18,01,4,2024,1,JAMMU AND KASHMIR,ASSAM
10,04,4,2024,29,CHANDIGARH,BIHAR
09,05,4,2024,7900,UTTARAKHAND,UTTAR PRADESH
10,05,4,2024,1754,UTTARAKHAND,BIHAR
09,07,4,2024,160436,DELHI,UTTAR PRADESH
10,07,4,2024,173578,DELHI,BIHAR
16,07,4,2024,3,DELHI,TRIPURA
19,07,4,2024,1804,DELHI,WEST BENGAL
22,07,4,2024,352,DELHI,CHHATTISGARH
27,07,4,2024,171,DELHI,MAHARASHTRA
33,07,4,2024,73,DELHI,TAMIL NADU
36,07,4,2024,9,DELHI,TELANGANA
07,08,4,2024,139,RAJASTHAN,DELHI
19,08,4,2024,11,RAJASTHAN,WEST BENGAL
24,08,4,2024,61,RAJASTHAN,GUJARAT
06,09,4,2024,1,UTTAR PRADESH,HARYANA
01,10,4,2024,1,BIHAR,JAMMU AND KASHMIR
19,10,4,2024,257,BIHAR,WEST BENGAL
21,10,4,2024,14,BIHAR,ODISHA
23,10,4,2024,110,BIHAR,MADHYA PRADESH
28,10,4,2024,6,BIHAR,ANDHRA PRADESH
29,10,4,2024,8,BIHAR,KARNATAKA
13,16,4,2024,1,TRIPURA,NAGALAND
09,18,4,2024,2,ASSAM,UTTAR PRADESH
21,19,4,2024,3,WEST BENGAL,ODISHA
23,22,4,2024,145,CHHATTISGARH,MADHYA PRADESH
21,23,4,2024,2,MADHYA PRADESH,ODISHA
01,24,4,2024,1,GUJARAT,JAMMU AND KASHMIR
20,24,4,2024,106,GUJARAT,JHARKHAND
23,24,4,2024,2012,GUJARAT,MADHYA PRADESH
06,27,4,2024,242,MAHARASHTRA,HARYANA
08,27,4,2024,263,MAHARASHTRA,RAJASTHAN
20,27,4,2024,827,MAHARASHTRA,JHARKHAND
22,27,4,2024,108,MAHARASHTRA,CHHATTISGARH
28,27,4,2024,36,MAHARASHTRA,ANDHRA PRADESH
36,27,4,2024,16,MAHARASHTRA,TELANGANA
10,28,4,2024,1,ANDHRA PRADESH,BIHAR
10,29,4,2024,350,KARNATAKA,BIHAR
21,29,4,2024,1,KARNATAKA,ODISHA
01,30,4,2024,4,GOA,JAMMU AND KASHMIR
07,30,4,2024,1,GOA,DELHI
18,30,4,2024,4,GOA,ASSAM
28,30,4,2024,2,GOA,ANDHRA PRADESH
29,30,4,2024,77,GOA,KARNATAKA
07,05,7,2025,134,UTTARAKHAND,DELHI
08,05,7,2025,19,UTTARAKHAND,RAJASTHAN
19,05,7,2025,6,UTTARAKHAND,WEST BENGAL
18,06,7,2025,48,HARYANA,ASSAM
20,06,7,2025,346,HARYANA,JHARKHAND
23,06,7,2025,4908,HARYANA,MADHYA PRADESH
27,06,7,2025,20,HARYANA,MAHARASHTRA
06,07,7,2025,10020,DELHI,HARYANA
09,07,7,2025,160674,DELHI,UTTAR PRADESH
20,07,7,2025,2515,DELHI,JHARKHAND
20,08,7,2025,78,RAJASTHAN,JHARKHAND
24,08,7,2025,29,RAJASTHAN,GUJARAT
05,09,7,2025,32,UTTAR PRADESH,UTTARAKHAND
08,09,7,2025,113,UTTAR PRADESH,RAJASTHAN
38,09,7,2025,1,UTTAR PRADESH,DADAR & NAGAR HAVELI & DAMAN & DIU
03,10,7,2025,61,BIHAR,PUNJAB
06,10,7,2025,712,BIHAR,HARYANA
29,10,7,2025,10,BIHAR,KARNATAKA
23,11,7,2025,1,SIKKIM,MADHYA PRADESH
10,16,7,2025,28,TRIPURA,BIHAR
09,17,7,2025,1,MEGHALAYA,UTTAR PRADESH
19,17,7,2025,1,MEGHALAYA,WEST BENGAL
03,19,7,2025,1,WEST BENGAL,PUNJAB
10,19,7,2025,4873,WEST BENGAL,BIHAR
27,20,7,2025,5,JHARKHAND,MAHARASHTRA
09,22,7,2025,158,CHHATTISGARH,UTTAR PRADESH
27,22,7,2025,4,CHHATTISGARH,MAHARASHTRA
09,24,7,2025,3685,GUJARAT,UTTAR PRADESH
19,24,7,2025,11,GUJARAT,WEST BENGAL
29,24,7,2025,5,GUJARAT,KARNATAKA
05,27,7,2025,113,MAHARASHTRA,UTTARAKHAND
10,27,7,2025,38023,MAHARASHTRA,BIHAR
23,28,7,2025,6,ANDHRA PRADESH,MADHYA PRADESH
09,29,7,2025,25,KARNATAKA,UTTAR PRADESH
07,30,7,2025,3,GOA,DELHI
29,30,7,2025,313,GOA,KARNATAKA
03,32,7,2025,2,KERALA,PUNJAB
06,32,7,2025,16,KERALA,HARYANA
07,32,7,2025,12,KERALA,DELHI
09,32,7,2025,296,KERALA,UTTAR PRADESH
23,32,7,2025,167,KERALA,MADHYA PRADESH
24,32,7,2025,3,KERALA,GUJARAT
06,33,7,2025,26,TAMIL NADU,HARYANA
09,36,7,2025,9,TELANGANA,UTTAR PRADESH
27,36,7,2025,421,TELANGANA,MAHARASHTRA
28,36,7,2025,61,TELANGANA,ANDHRA PRADESH
29,36,7,2025,5,TELANGANA,KARNATAKA
09,38,7,2025,4,DADAR & NAGAR HAVELI & DAMAN & DIU,UTTAR PRADESH
05,01,8,2025,10,JAMMU AND KASHMIR,UTTARAKHAND
20,01,8,2025,17,JAMMU AND KASHMIR,JHARKHAND
19,02,8,2025,19,HIMACHAL PRADESH,WEST BENGAL
09,04,8,2025,16,CHANDIGARH,UTTAR PRADESH
20,05,8,2025,6,UTTARAKHAND,JHARKHAND
20,06,8,2025,214,HARYANA,JHARKHAND
06,07,8,2025,7931,DELHI,HARYANA
10,07,8,2025,31988,DELHI,BIHAR
27,07,8,2025,35,DELHI,MAHARASHTRA
07,08,8,2025,203,RAJASTHAN,DELHI
19,08,8,2025,36,RAJASTHAN,WEST BENGAL
20,08,8,2025,54,RAJASTHAN,JHARKHAND
27,08,8,2025,24,RAJASTHAN,MAHARASHTRA
28,08,8,2025,3,RAJASTHAN,ANDHRA PRADESH
08,09,8,2025,48,UTTAR PRADESH,RAJASTHAN
06,16,8,2025,1,TRIPURA,HARYANA
06,19,8,2025,28,WEST BENGAL,HARYANA
07,19,8,2025,61,WEST BENGAL,DELHI
18,19,8,2025,5,WEST BENGAL,ASSAM
29,27,8,2025,100,MAHARASHTRA,KARNATAKA
18,29,8,2025,10,KARNATAKA,ASSAM
19,29,8,2025,2,KARNATAKA,WEST BENGAL
07,30,8,2025,4,GOA,DELHI
18,30,8,2025,33,GOA,ASSAM
28,30,8,2025,5,GOA,ANDHRA PRADESH
29,30,8,2025,323,GOA,KARNATAKA
06,32,8,2025,14,KERALA,HARYANA
07,32,8,2025,15,KERALA,DELHI
09,36,8,2025,6,TELANGANA,UTTAR PRADESH
28,36,8,2025,32,TELANGANA,ANDHRA PRADESH
18,01,9,2025,8,JAMMU AND KASHMIR,ASSAM
20,01,9,2025,47,JAMMU AND KASHMIR,JHARKHAND
23,01,9,2025,1434,JAMMU AND KASHMIR,MADHYA PRADESH
27,01,9,2025,2,JAMMU AND KASHMIR,MAHARASHTRA
07,02,9,2025,20,HIMACHAL PRADESH,DELHI
21,02,9,2025,1,HIMACHAL PRADESH,ODISHA
27,02,9,2025,2,HIMACHAL PRADESH,MAHARASHTRA
19,03,9,2025,1,PUNJAB,WEST BENGAL
06,04,9,2025,1,CHANDIGARH,HARYANA
07,05,9,2025,131,UTTARAKHAND,DELHI
09,05,9,2025,13843,UTTARAKHAND,UTTAR PRADESH
07,06,9,2025,434,HARYANA,DELHI
09,06,9,2025,27342,HARYANA,UTTAR PRADESH
20,06,9,2025,326,HARYANA,JHARKHAND
08,09,9,2025,121,UTTAR PRADESH,RAJASTHAN
20,09,9,2025,145,UTTAR PRADESH,JHARKHAND
23,09,9,2025,786,UTTAR PRADESH,MADHYA PRADESH
08,10,9,2025,56,BIHAR,RAJASTHAN
09,10,9,2025,1522,BIHAR,UTTAR PRADESH
16,10,9,2025,1,BIHAR,TRIPURA
18,10,9,2025,146,BIHAR,ASSAM
10,11,9,2025,124,SIKKIM,BIHAR
10,18,9,2025,82,ASSAM,BIHAR
23,18,9,2025,1,ASSAM,MADHYA PRADESH
08,19,9,2025,4,WEST BENGAL,RAJASTHAN
20,19,9,2025,124,WEST BENGAL,JHARKHAND
21,19,9,2025,3,WEST BENGAL,ODISHA
23,19,9,2025,7,WEST BENGAL,MADHYA PRADESH
10,22,9,2025,333,CHHATTISGARH,BIHAR
23,22,9,2025,153,CHHATTISGARH,MADHYA PRADESH
24,22,9,2025,1,CHHATTISGARH,GUJARAT
10,23,9,2025,598,MADHYA PRADESH,BIHAR
27,23,9,2025,58,MADHYA PRADESH,MAHARASHTRA
23,24,9,2025,3339,GUJARAT,MADHYA PRADESH
29,24,9,2025,5,GUJARAT,KARNATAKA
07,27,9,2025,96,MAHARASHTRA,DELHI
16,27,9,2025,1,MAHARASHTRA,TRIPURA
18,27,9,2025,86,MAHARASHTRA,ASSAM
19,27,9,2025,223,MAHARASHTRA,WEST BENGAL
23,27,9,2025,1282,MAHARASHTRA,MADHYA PRADESH
38,27,9,2025,4,MAHARASHTRA,DADAR & NAGAR HAVELI & DAMAN & DIU
10,28,9,2025,19,ANDHRA PRADESH,BIHAR
09,29,9,2025,72,KARNATAKA,UTTAR PRADESH
10,29,9,2025,319,KARNATAKA,BIHAR
18,29,9,2025,13,KARNATAKA,ASSAM
20,29,9,2025,9,KARNATAKA,JHARKHAND
23,29,9,2025,21,KARNATAKA,MADHYA PRADESH
10,30,9,2025,1021,GOA,BIHAR
07,32,9,2025,14,KERALA,DELHI
24,32,9,2025,4,KERALA,GUJARAT
28,32,9,2025,23,KERALA,ANDHRA PRADESH
30,32,9,2025,1,KERALA,GOA
07,33,9,2025,1,TAMIL NADU,DELHI
10,36,9,2025,3298,TELANGANA,BIHAR
16,36,9,2025,3,TELANGANA,TRIPURA
23,36,9,2025,344,TELANGANA,MADHYA PRADESH
27,36,9,2025,1344,TELANGANA,MAHARASHTRA
29,36,9,2025,383,TELANGANA,KARNATAKA
10,37,9,2025,5,LADAKH,BIHAR
07,38,9,2025,5,DADAR & NAGAR HAVELI & DAMAN & DIU,DELHI
10,38,9,2025,4589,DADAR & NAGAR HAVELI & DAMAN & DIU,BIHAR
07,01,10,2025,7,JAMMU AND KASHMIR,DELHI
03,02,10,2025,2,HIMACHAL PRADESH,PUNJAB
20,02,10,2025,121,HIMACHAL PRADESH,JHARKHAND
21,03,10,2025,1,PUNJAB,ODISHA
08,05,10,2025,18,UTTARAKHAND,RAJASTHAN
19,05,10,2025,6,UTTARAKHAND,WEST BENGAL
03,06,10,2025,24,HARYANA,PUNJAB
10,06,10,2025,25776,HARYANA,BIHAR
18,06,10,2025,48,HARYANA,ASSAM
02,07,10,2025,43,DELHI,HIMACHAL PRADESH
08,07,10,2025,3100,DELHI,RAJASTHAN
10,07,10,2025,266118,DELHI,BIHAR
13,07,10,2025,3,DELHI,NAGALAND
16,07,10,2025,6,DELHI,TRIPURA
20,07,10,2025,3371,DELHI,JHARKHAND
29,07,10,2025,3,DELHI,KARNATAKA
33,07,10,2025,57,DELHI,TAMIL NADU
09,08,10,2025,6701,RAJASTHAN,UTTAR PRADESH
21,08,10,2025,7,RAJASTHAN,ODISHA
28,08,10,2025,4,RAJASTHAN,ANDHRA PRADESH
10,09,10,2025,2158,UTTAR PRADESH,BIHAR
24,09,10,2025,76,UTTAR PRADESH,GUJARAT
29,09,10,2025,7,UTTAR PRADESH,KARNATAKA
16,10,10,2025,3,BIHAR,TRIPURA
19,10,10,2025,146,BIHAR,WEST BENGAL
27,10,10,2025,294,BIHAR,MAHARASHTRA
29,10,10,2025,20,BIHAR,KARNATAKA
38,10,10,2025,1,BIHAR,DADAR & NAGAR HAVELI & DAMAN & DIU
09,16,10,2025,1,TRIPURA,UTTAR PRADESH
18,16,10,2025,18,TRIPURA,ASSAM
19,16,10,2025,1,TRIPURA,WEST BENGAL
10,17,10,2025,10,MEGHALAYA,BIHAR
08,18,10,2025,1,ASSAM,RAJASTHAN
10,18,10,2025,108,ASSAM,BIHAR
08,19,10,2025,2,WEST BENGAL,RAJASTHAN
10,19,10,2025,7226,WEST BENGAL,BIHAR
23,19,10,2025,8,WEST BENGAL,MADHYA PRADESH
08,20,10,2025,1,JHARKHAND,RAJASTHAN
24,20,10,2025,1,JHARKHAND,GUJARAT
08,22,10,2025,2,CHHATTISGARH,RAJASTHAN
09,22,10,2025,150,CHHATTISGARH,UTTAR PRADESH
19,22,10,2025,3,CHHATTISGARH,WEST BENGAL
20,22,10,2025,50,CHHATTISGARH,JHARKHAND
27,22,10,2025,8,CHHATTISGARH,MAHARASHTRA
28,22,10,2025,1,CHHATTISGARH,ANDHRA PRADESH
05,23,10,2025,8,MADHYA PRADESH,UTTARAKHAND
20,23,10,2025,44,MADHYA PRADESH,JHARKHAND
06,24,10,2025,83,GUJARAT,HARYANA
10,24,10,2025,4117,GUJARAT,BIHAR
21,24,10,2025,28,GUJARAT,ODISHA
27,24,10,2025,636,GUJARAT,MAHARASHTRA
29,24,10,2025,4,GUJARAT,KARNATAKA
08,27,10,2025,658,MAHARASHTRA,RAJASTHAN
09,28,10,2025,2,ANDHRA PRADESH,UTTAR PRADESH
24,28,10,2025,1,ANDHRA PRADESH,GUJARAT
10,29,10,2025,258,KARNATAKA,BIHAR
18,29,10,2025,17,KARNATAKA,ASSAM
23,29,10,2025,21,KARNATAKA,MADHYA PRADESH
27,29,10,2025,20,KARNATAKA,MAHARASHTRA
28,29,10,2025,2,KARNATAKA,ANDHRA PRADESH
06,30,10,2025,1,GOA,HARYANA
08,30,10,2025,9,GOA,RAJASTHAN
09,30,10,2025,1038,GOA,UTTAR PRADESH
07,32,10,2025,18,KERALA,DELHI
09,32,10,2025,423,KERALA,UTTAR PRADESH
20,32,10,2025,299,KERALA,JHARKHAND
23,32,10,2025,297,KERALA,MADHYA PRADESH
27,32,10,2025,79,KERALA,MAHARASHTRA
28,32,10,2025,24,KERALA,ANDHRA PRADESH
05,36,10,2025,4,TELANGANA,UTTARAKHAND
18,36,10,2025,40,TELANGANA,ASSAM
06,01,1,2025,33,JAMMU AND KASHMIR,HARYANA
27,01,1,2025,2,JAMMU AND KASHMIR,MAHARASHTRA
09,02,1,2025,16946,HIMACHAL PRADESH,UTTAR PRADESH
10,02,1,2025,5455,HIMACHAL PRADESH,BIHAR
18,02,1,2025,3,HIMACHAL PRADESH,ASSAM
02,03,1,2025,1,PUNJAB,HIMACHAL PRADESH
05,03,1,2025,15,PUNJAB,UTTARAKHAND
10,03,1,2025,1857,PUNJAB,BIHAR
23,04,1,2025,1,CHANDIGARH,MADHYA PRADESH
07,05,1,2025,200,UTTARAKHAND,DELHI
20,05,1,2025,2,UTTARAKHAND,JHARKHAND
23,05,1,2025,82,UTTARAKHAND,MADHYA PRADESH
02,06,1,2025,6,HARYANA,HIMACHAL PRADESH
23,06,1,2025,5528,HARYANA,MADHYA PRADESH
29,06,1,2025,2,HARYANA,KARNATAKA
05,07,1,2025,6987,DELHI,UTTARAKHAND
10,07,1,2025,235093,DELHI,BIHAR
13,07,1,2025,2,DELHI,NAGALAND
37,07,1,2025,1,DELHI,LADAKH
05,08,1,2025,15,RAJASTHAN,UTTARAKHAND
09,08,1,2025,14446,RAJASTHAN,UTTAR PRADESH
22,08,1,2025,73,RAJASTHAN,CHHATTISGARH
29,08,1,2025,5,RAJASTHAN,KARNATAKA
33,08,1,2025,2,RAJASTHAN,TAMIL NADU
06,09,1,2025,1823,UTTAR PRADESH,HARYANA
27,09,1,2025,873,UTTAR PRADESH,MAHARASHTRA
28,09,1,2025,1,UTTAR PRADESH,ANDHRA PRADESH
33,09,1,2025,5,UTTAR PRADESH,TAMIL NADU
07,10,1,2025,2816,BIHAR,DELHI
13,10,1,2025,4,BIHAR,NAGALAND
23,10,1,2025,197,BIHAR,MADHYA PRADESH
29,10,1,2025,20,BIHAR,KARNATAKA
20,11,1,2025,1,SIKKIM,JHARKHAND
23,11,1,2025,1,SIKKIM,MADHYA PRADESH
09,16,1,2025,7,TRIPURA,UTTAR PRADESH
10,17,1,2025,9,MEGHALAYA,BIHAR
06,18,1,2025,1,ASSAM,HARYANA
18,19,1,2025,8,WEST BENGAL,ASSAM
20,19,1,2025,135,WEST BENGAL,JHARKHAND
09,20,1,2025,137,JHARKHAND,UTTAR PRADESH
18,20,1,2025,2,JHARKHAND,ASSAM
27,20,1,2025,12,JHARKHAND,MAHARASHTRA
19,22,1,2025,5,CHHATTISGARH,WEST BENGAL
29,22,1,2025,1,CHHATTISGARH,KARNATAKA
07,23,1,2025,188,MADHYA PRADESH,DELHI
20,23,1,2025,80,MADHYA PRADESH,JHARKHAND
08,27,1,2025,851,MAHARASHTRA,RAJASTHAN
19,27,1,2025,350,MAHARASHTRA,WEST BENGAL
20,27,1,2025,2016,MAHARASHTRA,JHARKHAND
22,27,1,2025,23,MAHARASHTRA,CHHATTISGARH
05,29,1,2025,1,KARNATAKA,UTTARAKHAND
07,29,1,2025,5,KARNATAKA,DELHI
01,30,1,2025,4,GOA,JAMMU AND KASHMIR
07,30,1,2025,4,GOA,DELHI
09,30,1,2025,1104,GOA,UTTAR PRADESH
19,30,1,2025,22,GOA,WEST BENGAL
29,30,1,2025,782,GOA,KARNATAKA
33,30,1,2025,4,GOA,TAMIL NADU
36,30,1,2025,3,GOA,TELANGANA
01,32,1,2025,5,KERALA,JAMMU AND KASHMIR
08,32,1,2025,16,KERALA,RAJASTHAN
09,32,1,2025,396,KERALA,UTTAR PRADESH
18,32,1,2025,446,KERALA,ASSAM
29,32,1,2025,417,KERALA,KARNATAKA
36,32,1,2025,7,KERALA,TELANGANA
10,35,1,2025,8,ANDAMAN AND NICOBAR ISLANDS,BIHAR
32,35,1,2025,2,ANDAMAN AND NICOBAR ISLANDS,KERALA
